frame,left,right
000000.jpg,0.0,0.0
000001.jpg,0.0,0.0
000002.jpg,0.0,0.0
000003.jpg,0.0,0.0
000004.jpg,0.0,0.0
000005.jpg,0.0,0.0
000006.jpg,0.0,0.0
000007.jpg,0.0989,0.0989
000008.jpg,0.2237,0.2237
000009.jpg,0.2237,0.2237
000010.jpg,0.2237,0.2237
000011.jpg,0.2237,0.2237
000012.jpg,0.2237,0.2237
000013.jpg,0.2237,0.2237
000014.jpg,0.2237,0.2237
000015.jpg,0.2237,0.2237
000016.jpg,0.2237,0.2237
000017.jpg,0.2237,0.2237
000018.jpg,0.2237,0.2237
000019.jpg,0.2237,0.2237
000020.jpg,0.2237,0.2237
000021.jpg,0.2237,0.2237
000022.jpg,0.2237,0.2237
000023.jpg,0.2237,0.2237
000024.jpg,0.2237,0.2237
000025.jpg,0.2237,0.2237
000026.jpg,0.2237,0.2237
000027.jpg,0.2237,0.2237
000028.jpg,0.2237,0.2237
000029.jpg,0.2237,0.2237
000030.jpg,0.2237,0.2237
000031.jpg,0.2237,0.2237
000032.jpg,0.2237,0.2237
000033.jpg,0.2237,0.2237
000034.jpg,0.2237,0.2237
000035.jpg,0.2237,0.2237
000036.jpg,0.2237,0.2237
000037.jpg,0.1248,0.2908
000038.jpg,0.0246,0.2237
000039.jpg,0.2224,0.2237
000040.jpg,0.2237,0.2237
000041.jpg,0.2237,0.2237
000042.jpg,0.2237,0.2237
000043.jpg,0.2237,0.2237
000044.jpg,0.2237,0.2237
000045.jpg,0.2237,0.2237
000046.jpg,0.2237,0.2237
000047.jpg,0.2237,0.2237
000048.jpg,0.2237,0.2237
000049.jpg,0.0259,0.2908
000050.jpg,-0.0684,0.2908
000051.jpg,0.0304,0.2237
000052.jpg,0.2237,0.2237
000053.jpg,0.2237,0.2237
000054.jpg,0.2237,0.2237
000055.jpg,0.2237,0.2237
000056.jpg,0.2237,0.2237
000057.jpg,0.2237,0.2237
000058.jpg,0.2237,0.2237
000059.jpg,0.2237,0.2237
000060.jpg,0.2237,0.2237
000061.jpg,0.2237,0.2237
000062.jpg,0.2237,0.2237
000063.jpg,0.2237,0.2237
000064.jpg,0.2237,0.2237
000065.jpg,0.2908,0.0318
000066.jpg,0.2908,-0.0684
000067.jpg,0.2908,-0.0684
000068.jpg,0.2237,0.0304
000069.jpg,0.2237,0.2237
000070.jpg,0.2237,0.2237
000071.jpg,0.2908,0.1248
000072.jpg,0.2908,-0.0684
000073.jpg,0.2908,-0.0684
000074.jpg,0.2908,-0.0684
000075.jpg,0.2908,-0.2684
000076.jpg,0.2908,-0.1754
000077.jpg,0.2237,0.0224
000078.jpg,0.2237,0.0224
000079.jpg,0.2237,0.2201
000080.jpg,0.2237,0.2237
000081.jpg,0.2237,0.2237
000082.jpg,0.2237,0.2237
000083.jpg,0.2237,0.2237
000084.jpg,0.2237,0.2237
000085.jpg,0.2237,0.2237
000086.jpg,0.2908,0.0259
000087.jpg,0.2908,0.0259
000088.jpg,0.2908,-0.1673
000089.jpg,0.2908,-0.2684
000090.jpg,0.2908,-0.2684
000091.jpg,0.2908,-0.2684
000092.jpg,0.2908,-0.2684
000093.jpg,0.2908,-0.2684
000094.jpg,0.2908,-0.2684
000095.jpg,0.2908,-0.2684
000096.jpg,0.2237,-0.1696
000097.jpg,0.2237,0.0282
000098.jpg,0.2237,0.2201
000099.jpg,0.2237,0.2201
000100.jpg,0.2908,0.1248
000101.jpg,0.2908,-0.1718
000102.jpg,0.2908,-0.2684
000103.jpg,0.2908,-0.2684
000104.jpg,0.2237,0.0224
000105.jpg,0.2237,0.2237
000106.jpg,0.2237,0.2237
000107.jpg,0.2237,0.2237
000108.jpg,0.2237,0.2237
000109.jpg,0.2237,0.2237
000110.jpg,0.2237,0.2237
000111.jpg,0.2237,0.2237
000112.jpg,0.2237,0.2237
000113.jpg,0.2237,0.2237
000114.jpg,0.2237,0.2237
000115.jpg,0.119,0.2908
000116.jpg,-0.0684,0.2908
