frame,left,right
000000.jpg,0.2,0.2
000001.jpg,0.2,0.2
000002.jpg,0.2,0.2
000003.jpg,0.2,0.2
000004.jpg,0.2,0.2
000005.jpg,0.2,0.2
000006.jpg,0.2,0.2
000007.jpg,0.2,0.2
000008.jpg,0.2,0.2
000009.jpg,0.2,0.2
000010.jpg,0.2,0.2
000011.jpg,0.2,0.2
000012.jpg,0.2,0.2
000013.jpg,0.2,0.2
000014.jpg,0.2,0.2
000015.jpg,0.2,0.2
000016.jpg,0.2,0.2
000017.jpg,0.2,0.2
000018.jpg,0.2,0.2
000019.jpg,0.2,0.2
000020.jpg,0.2,0.2
000021.jpg,0.2,0.2
000022.jpg,0.2,0.2
000023.jpg,0.2,0.2
000024.jpg,0.2,0.2
000025.jpg,0.2,0.2
000026.jpg,0.2,0.2
000027.jpg,0.2,0.2
000028.jpg,0.2,0.2
000029.jpg,0.2,0.2
000030.jpg,0.2,0.2
000031.jpg,0.2,0.2
000032.jpg,0.2,0.2
000033.jpg,0.2,0.2
000034.jpg,0.2,0.2
000035.jpg,0.2,0.2
000036.jpg,0.2,0.2
000037.jpg,0.2,0.2
000038.jpg,0.2,0.2
000039.jpg,0.2,0.2
000040.jpg,0.2,0.2
000041.jpg,0.2,0.2
000042.jpg,0.2,0.2
000043.jpg,0.2,0.2
000044.jpg,0.2,0.2
000045.jpg,0.2,0.2
000046.jpg,0.2,0.2
000047.jpg,0.2,0.2
000048.jpg,0.2,0.2
000049.jpg,0.2,0.2
000050.jpg,0.2,0.2
000051.jpg,0.2,0.2
000052.jpg,0.26,0.0232
000053.jpg,0.26,-0.04
000054.jpg,0.26,-0.04
000055.jpg,0.2,0.2
000056.jpg,0.2,0.2
000057.jpg,0.2,0.2
000058.jpg,0.2,0.2
000059.jpg,0.2,0.2
000060.jpg,0.2,0.2
000061.jpg,0.2,0.2
000062.jpg,0.26,0.1116
000063.jpg,0.26,0.1116
000064.jpg,0.26,-0.04
000065.jpg,0.26,-0.04
000066.jpg,0.26,-0.04
000067.jpg,0.2,0.2
000068.jpg,0.2,0.2
000069.jpg,0.2,0.2
000070.jpg,0.2,0.2
000071.jpg,0.2,0.2
000072.jpg,0.2,0.2
000073.jpg,0.2,0.2
000074.jpg,0.2,0.2
000075.jpg,0.26,0.1116
000076.jpg,0.26,-0.04
000077.jpg,0.26,-0.04
000078.jpg,0.2,0.2
000079.jpg,0.2,0.2
000080.jpg,0.2,0.2
000081.jpg,0.2,0.2
000082.jpg,0.2,0.2
000083.jpg,0.1116,0.26
000084.jpg,0.1116,0.26
000085.jpg,-0.04,0.26
000086.jpg,-0.04,0.26
000087.jpg,0.1368,0.2
000088.jpg,0.2,0.2
000089.jpg,0.2,0.2
000090.jpg,0.2,0.2
000091.jpg,0.2,0.2
000092.jpg,0.26,0.1116
000093.jpg,0.26,-0.04
000094.jpg,0.26,-0.04
000095.jpg,0.26,-0.04
000096.jpg,0.2,0.0484
000097.jpg,0.2,0.2
000098.jpg,0.2,0.2
000099.jpg,0.2,0.2
000100.jpg,0.2,0.2
000101.jpg,0.2,0.2
000102.jpg,0.26,-0.04
000103.jpg,0.26,-0.04
000104.jpg,0.26,-0.04
000105.jpg,0.26,-0.04
000106.jpg,0.26,-0.04
000107.jpg,0.26,-0.04
000108.jpg,0.26,-0.04
000109.jpg,0.26,-0.04
000110.jpg,0.26,-0.04
000111.jpg,0.26,-0.04
000112.jpg,0.26,-0.04
000113.jpg,0.26,-0.04
000114.jpg,0.26,-0.04
000115.jpg,0.26,-0.04
000116.jpg,0.26,-0.04
000117.jpg,0.26,-0.04
000118.jpg,0.26,-0.04
000119.jpg,0.26,-0.04
000120.jpg,0.26,-0.04
000121.jpg,0.26,-0.04
000122.jpg,0.26,-0.04
000123.jpg,0.26,-0.1284
000124.jpg,0.26,-0.24
000125.jpg,0.26,-0.24
000126.jpg,0.26,-0.24
000127.jpg,0.26,-0.24
000128.jpg,0.26,-0.24
000129.jpg,0.26,-0.24
000130.jpg,0.26,-0.24
000131.jpg,0.26,-0.24
000132.jpg,0.26,-0.24
000133.jpg,0.26,-0.24
000134.jpg,0.26,-0.24
000135.jpg,0.26,-0.24
000136.jpg,0.26,-0.24
000137.jpg,0.26,-0.24
000138.jpg,0.26,-0.24
000139.jpg,0.26,-0.24
000140.jpg,0.26,-0.24
000141.jpg,0.26,-0.1516
000142.jpg,0.26,-0.04
000143.jpg,0.26,-0.04
000144.jpg,0.26,-0.04
000145.jpg,0.2,0.0484
000146.jpg,0.2,0.2
000147.jpg,0.2,0.2
000148.jpg,0.2,0.2
000149.jpg,0.2,0.2
000150.jpg,0.2,0.2
000151.jpg,0.2,0.2
000152.jpg,0.2,0.2
000153.jpg,0.2,0.2
000154.jpg,0.2,0.2
000155.jpg,0.2,0.2
000156.jpg,0.2,0.2
000157.jpg,0.26,0.0232
000158.jpg,0.26,-0.04
