frame,left,right
000000.jpg,0.2191,0.2191
000001.jpg,0.2191,0.2191
000002.jpg,0.2191,0.2191
000003.jpg,0.2191,0.2191
000004.jpg,0.2191,0.2191
000005.jpg,0.2191,0.2191
000006.jpg,0.2191,0.2191
000007.jpg,0.2191,0.2191
000008.jpg,0.2191,0.2191
000009.jpg,0.2191,0.2191
000010.jpg,0.2191,0.2191
000011.jpg,0.2191,0.2191
000012.jpg,0.2191,0.2191
000013.jpg,0.2191,0.2191
000014.jpg,0.2191,0.2191
000015.jpg,0.2191,0.2191
000016.jpg,0.2191,0.2191
000017.jpg,0.2191,0.2191
000018.jpg,0.2191,0.2191
000019.jpg,0.2191,0.2191
000020.jpg,0.2191,0.2191
000021.jpg,0.2191,0.2191
000022.jpg,0.2191,0.2191
000023.jpg,0.2191,0.2191
000024.jpg,0.2191,0.2191
000025.jpg,0.2191,0.2191
000026.jpg,0.2848,0.0254
000027.jpg,0.2848,-0.0629
000028.jpg,0.2191,0.0339
000029.jpg,0.2191,0.2191
000030.jpg,0.2191,0.2191
000031.jpg,0.2191,0.2191
000032.jpg,0.2191,0.2191
000033.jpg,0.2191,0.2191
000034.jpg,0.2191,0.2191
000035.jpg,0.2191,0.2191
000036.jpg,0.2191,0.2191
000037.jpg,0.1223,0.2848
000038.jpg,-0.0629,0.2848
000039.jpg,0.0339,0.2191
000040.jpg,0.2191,0.2191
000041.jpg,0.2191,0.2191
000042.jpg,0.2191,0.2191
000043.jpg,0.2191,0.2191
000044.jpg,0.2191,0.2191
000045.jpg,0.2191,0.2191
000046.jpg,0.2191,0.2191
000047.jpg,0.2191,0.2191
000048.jpg,0.2191,0.2191
000049.jpg,0.2191,0.2191
000050.jpg,0.2191,0.2191
000051.jpg,0.2191,0.2191
000052.jpg,0.2191,0.2191
000053.jpg,0.2191,0.2191
000054.jpg,0.2848,0.0254
000055.jpg,0.2848,-0.0629
000056.jpg,0.2848,-0.0629
000057.jpg,0.2848,-0.0629
000058.jpg,0.2848,-0.0629
000059.jpg,0.2191,0.1308
000060.jpg,0.2191,0.2191
000061.jpg,0.2191,0.2191
000062.jpg,0.2191,0.2191
000063.jpg,0.2191,0.2191
000064.jpg,0.2848,0.0254
000065.jpg,0.2848,-0.0629
000066.jpg,0.2848,-0.0629
000067.jpg,0.2848,-0.0629
000068.jpg,0.2848,-0.0629
000069.jpg,0.2848,-0.0629
000070.jpg,0.2848,-0.0629
000071.jpg,0.2848,-0.0629
000072.jpg,0.2848,-0.0629
000073.jpg,0.2848,-0.0629
000074.jpg,0.2848,-0.0629
000075.jpg,0.2848,-0.0629
000076.jpg,0.2848,-0.0629
000077.jpg,0.2848,-0.0629
000078.jpg,0.2848,-0.0629
000079.jpg,0.2848,-0.0629
000080.jpg,0.2848,-0.0629
000081.jpg,0.2848,-0.0629
000082.jpg,0.2848,-0.0629
000083.jpg,0.2191,0.0339
000084.jpg,0.2191,0.2191
000085.jpg,0.2191,0.2191
000086.jpg,0.2191,0.2191
000087.jpg,0.2191,0.2191
000088.jpg,0.2191,0.2191
000089.jpg,0.2191,0.2191
000090.jpg,0.2191,0.2191
000091.jpg,0.2191,0.2191
000092.jpg,0.2191,0.2191
000093.jpg,0.2191,0.2191
000094.jpg,0.2191,0.2191
000095.jpg,0.2191,0.2191
000096.jpg,0.2191,0.2191
000097.jpg,0.2191,0.2191
000098.jpg,0.2191,0.2191
000099.jpg,0.2191,0.2191
000100.jpg,0.2191,0.2191
000101.jpg,0.2191,0.2191
000102.jpg,0.2191,0.2191
000103.jpg,0.128,0.2848
000104.jpg,-0.0629,0.2848
000105.jpg,-0.0629,0.2848
000106.jpg,-0.0629,0.2848
000107.jpg,0.1308,0.2191
000108.jpg,0.2191,0.2191
000109.jpg,0.2191,0.2191
000110.jpg,0.2191,0.2191
000111.jpg,0.2191,0.2191
000112.jpg,0.2191,0.2191
000113.jpg,0.2191,0.2191
000114.jpg,0.2191,0.2191
000115.jpg,0.2191,0.2191
000116.jpg,0.2191,0.2191
000117.jpg,0.2191,0.2191
000118.jpg,0.2191,0.2191
000119.jpg,0.2191,0.2191
000120.jpg,0.2191,0.2191
000121.jpg,0.2191,0.2191
000122.jpg,0.0254,0.2848
000123.jpg,-0.0629,0.2848
000124.jpg,-0.0629,0.2848
000125.jpg,-0.0629,0.2848
000126.jpg,-0.0629,0.2848
000127.jpg,-0.1598,0.2848
000128.jpg,-0.2629,0.2848
000129.jpg,-0.2629,0.2848
000130.jpg,-0.2629,0.2848
000131.jpg,-0.2629,0.2848
000132.jpg,-0.2629,0.2848
000133.jpg,-0.2629,0.2848
000134.jpg,-0.2629,0.2848
000135.jpg,-0.2629,0.2848
000136.jpg,-0.2629,0.2848
000137.jpg,-0.2629,0.2848
000138.jpg,-0.2629,0.2848
000139.jpg,-0.2629,0.2848
000140.jpg,-0.2629,0.2848
000141.jpg,-0.2629,0.2848
000142.jpg,-0.2629,0.2848
000143.jpg,-0.2629,0.2848
000144.jpg,-0.2629,0.2848
000145.jpg,-0.2629,0.2848
000146.jpg,-0.2629,0.2848
000147.jpg,-0.2629,0.2848
000148.jpg,-0.2629,0.2848
000149.jpg,-0.2629,0.2848
000150.jpg,-0.2629,0.2848
000151.jpg,-0.2629,0.2848
000152.jpg,-0.2629,0.2848
000153.jpg,-0.2629,0.2848
000154.jpg,-0.2629,0.2848
000155.jpg,-0.2629,0.2848
